"time","x1","x2","der(x1)","der(x2)","u","y"
30.9,-0.7398921747044156,-1.50899716703427,-1.50899716703427,7.613650540789538,0.9996672932125502,-0.7398921747044156
31,-0.8511831824874915,-0.7041271472982454,-0.7041271472982454,8.377499815785672,0.999783764189357,-0.8511831824874915
31.1,-0.8791836728632231,0.1470774441280017,0.1470774441280017,8.555718709743458,0.999875240624131,-0.8791836728632231
31.2,-0.8220779897826608,0.9889046744869792,0.9889046744869792,8.18637394791361,0.9999417202299663,-0.8220779897826608
31.3,-0.6836239223455286,1.763706515429749,1.763706515429749,7.196045439400247,0.9999832013448761,-0.6836239223455286
31.4,-0.4738223646648139,2.403658601778655,2.403658601778655,5.476213095702114,0.9999996829318346,-0.4738223646648139
31.5,-0.2098643592587137,2.834877487093418,2.834877487093418,3.043681360437264,0.9999911645788031,-0.2098643592587137
31.6,0.0841569733772353,2.997597489088192,2.997597489088192,0.1753519066286545,0.9999576464987401,0.0841569733772353
31.7,0.3799780314400112,2.871789870782327,2.871789870782327,-2.638630536556865,0.9998991295295956,0.3799780314400112
31.8,0.6498549384644853,2.487404766239184,2.487404766239184,-4.935930092709913,0.9998156151342909,0.6498549384644853
31.9,0.8709918660759516,1.909211268938045,1.909211268938045,-6.504630372769443,0.9997071054006815,0.8709918660759516
32,1.027649869494435,1.20910205729791,1.20910205729791,-7.398637231514283,0.9995736030415051,1.027649869494435
32.1,1.110737968258168,0.4461656673559296,0.4461656673559296,-7.790605715294332,0.9994151113943138,1.110737968258168
32.2,1.116221145248755,-0.3368998632688839,-0.3368998632688839,-7.814539702390254,0.9992316344213905,1.116221145248755
32.3,1.043851608750569,-1.104955917024942,-1.104955917024942,-7.480226661247227,0.9990231767096499,1.043851608750569
